name,ticker,nomicsid,coingeckoid,statuses,statusreasoning,primarysector,secondarysector,facts_data,opinions,rm_tr,format,coingeckolink,assetdescription,tokendescription,watchlist,messarilink
Internet Computer,ICP,ICP,internet-computer,Active,null,Smart Contract Platform,Single Chain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/internet-computer,The Internet Computer (IC) is a blockchain network built by the DFINITY Foundation that aims to support smart contract development at scale. It's an attempt to reinvent how users interact with internet applications as its nodes run on specialized hardware housed by various independent data centers. The IC lets developers deploy and run applications through the use of canisters_ which are akin to smart contracts.,The IC features two core tokens: ICP is the network's governance token_ and Cycles (created by burning ICP) are a form of stablecoin that allows users to pay for computational resources and network transactions.,FALSE,https://messari.io/asset/internet-computer
IOStoken,IOST,IOST,iostoken,Active,null,Smart Contract Platform,Multi-Chain / Parachain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/iost,IOSToken (IOST) is building a proprietary blockchain_ called Internet of Services (IOS)_ focused on scalable and high throughput smart contract processing. The team plans to build the infrastructure layer for the development and deployment of large-scale decentralised applications (DApps) that will need high throughput processing.,The native token of the IOST platform serves as a medium of exchange for all transactions and fees. As such_ it also supports proof-of-believability. The token can also be staked as validators receive token rewards for maintaining the network.,FALSE,https://messari.io/asset/iost
IOTA,MIOTA,IOT,iota,Sell Only,"- Clients who are currently holding IOTA with us can still sell it
- Clients can no longer deposit IOTA
- IOTA deposit addresses are only valid once and should not be re-used. If an address is re-used funds can get lost . This is not feasible for us as the risk of losing assets is too high.",Smart Contract Platform,Single Chain,Yes,Yes,No,null,https://www.coingecko.com/en/coins/iota,null,null,FALSE,https://messari.io/asset/iota
IoTeX,IOTX,IOTX,binance-peg-iotex,Active,null,Computing,IoT,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/iotex,IoTeX is an EVM-compatible L1 blockchain that provides secured interactions between humans and machines. By creating a platform for the Internet of Trusted Things_ IoTeX powers a decentralized network of DApps (Cyclone_ Mimo)_ smart devices (UCam_ Pebble)_ services (ioPay_ ioTube)_ and digital assets to deliver better value to end users.,The core purpose of the IOTX coin is to establish the incentives required to ensure appropriate maintenance and functioning of the IoTeX network in a decentralized manner. Some other uses of the IOTX token are: Payment of gas fees required for transactions and enforcing smart contracts on the IoTeX blockchain.,FALSE,https://messari.io/asset/iotex
IRISnet,IRIS,IRIS,iris-network,Active,null,Computing,Oracle,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/irisnet,"IRISnet is a service infrastructure and protocol built using the Cosmos SDK and Tendermint consensus layer. The aims to be one of the first regional Cosmos network hubs outside of the Cosmos Hub. The IRIS Hub_ an independent Proof-of-Stake (PoS) blockchain_ will serve as the ""center"" of the IRIS network that will connect the other zones within the IRIS network both to each other and to the greater Cosmos ecosystem. IRISnet's service infrastructure and modules for adjacent zones will aim to support DeFi applications.",IRIS is the native utility token in the IRISnet blockchain. It is used for delegating and staking for the consensus mechanism_ paying for transaction fees and smart-contract executions_ as well as creating and voting for governance proposals.,TRUE,https://messari.io/asset/iris-network
Kadena,KDA,KDA,kadena,Delisted,There is risk associated with access to their privacy chain.,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/kadena,null,null,FALSE,https://messari.io/asset/kadena
Kava,KAVA,KAVA,kava,Active,null,Smart Contract Platform,Multi-Chain / Parachain,Yes,Yes,No,Cosmos,https://www.coingecko.com/en/coins/kava,Kava is a cross-chain DeFi platform which supports multiple applications and services for cryptocurrency users. Kava's blockchain provides a safe and secure environment for DeFi apps and services to run.,The KAVA cryptocurrency is used to reward users who mint USDX_ and it plays a key role in the governance of the Kava network. More specifically_ KAVA distributes the management of operations on the network_ enabling anyone who holds and stakes the cryptocurrency to vote on its software policies and rules.,FALSE,https://messari.io/asset/kava
Keep Network,KEEP,KEEP,keep-network,Delisted,It is Privacy Token.,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/keep-network,null,null,TRUE,https://messari.io/asset/keep-network
Kin,KIN,KIN,kin,Sell Only,"- Only listed on one supported exchange - FTX
- Solana token
- Liquidity on FTX is very poor.",Smart Contract Platform,Single Chain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/kin,Kin is the native cryptocurrency for the Kik social media platform and is a new way to engage_ grow_ and monetize digital communities. It is used by millions of consumers across an ecosystem of dozens of applications and services. Kin allows developers and users get paid for the value they create online.,Kin is the cryptocurrency for the messaging service Kin. Kin has special uses within the Kik messenger platform. Users can earn Kin for making contributions to the broader Kik community_ and then spend Kin on various goods and services within the Kik platform.,TRUE,https://messari.io/asset/kin
Komodo,KMD,KMD,komodo,Delisted,"- Has been classified as a privacy coin
- Can sell for exisiting C&B holders - no buy withdraw or deposit.",null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/komodo,null,null,FALSE,https://messari.io/asset/komodo
Kusama,KSM,KSM,kusama,Active,null,Smart Contract Platform,Multi-Chain / Parachain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/kusama,Kusama is a permissionless network which aims to become a testing ground for experiments with significant changes on Polkadot. A key difference between Kusama and Polkadot is that Kusama has modified governance parameters that allow for faster network upgrades_ with seven days to vote on referendums and eight days to implement those upgrades after a vote.,"Kusama uses the KSM tokens
 for network operations. KSM serves multiple purposes such as: governance_ staking _ bonding and fees.",FALSE,https://messari.io/asset/kusama
Kyber Network Crystal,KNC,KNC3,kyber-network-crystal,Active,null,DeFi,AMM,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/kyber-network-crystal,Kyber Network is a hub of liquidity protocols that aggregates liquidity from various sources to provide secure and instant transactions on any decentralised application (DApp). The main goal of Kyber Network is to enable DeFi Dapps_ decentralised exchanges and other users easy access to liquidity pools that provide the best rates.,"The Kyber Network Crystal (KNC) token is a utility token that is the ""glue that connects different stakeholders in Kyber's ecosystem."" KNC holders can stake their tokens in the KyberDAO to help govern the platform and vote on important proposals; and earn staking rewards in Ethereum (ETH) that come from trading fees.",FALSE,https://messari.io/asset/kyber-network
LCX,LCX,LCX,lcx,Active,null,Currency,Transparent CeFi Currency,Yes,Yes,No,null,https://www.coingecko.com/en/coins/lcx,null,null,FALSE,https://messari.io/asset/lcx
Legacy ERC-20 Theta Token,ERC-20 THETA,ERC-20 THETA,null,Delisted,- OLD Token Please Migrate to the New Theta Token,null,null,Yes,Yes,No,null,null,null,null,FALSE,null
Legacy Hydro,HYDROOLD,HYDROOLD,null,Delisted,Old token version,null,null,Yes,Yes,No,null,null,null,null,FALSE,null
Legacy Kucoin Shares,KCSOLD,KCSOLD,null,Delisted,- OLD Token Please Migrate to the New KCS Token,null,null,Yes,Yes,No,null,null,null,null,FALSE,null
LEGACY LTO Network,LTO_OLD,LTO_OLD,null,Delisted,- OLD Token Please Migrate to the New LTO Token,null,null,Yes,Yes,No,null,null,null,null,FALSE,null
Legacy PAID Network,Old Contract PAID,PAID_OLD,null,Delisted,- OLD Token Please Migrate to the New PAID Token,null,null,Yes,Yes,No,null,null,null,null,FALSE,null
LeverFi,LEVER,LEVER,lever,Active,null,DeFi,Derivatives,Yes,Yes,No,null,https://www.coingecko.com/en/coins/leverfi,null,null,FALSE,https://messari.io/asset/lever
Lido DAO,LDO,LDO,lido-dao,Active,null,DeFi,Active DAO,Yes,Yes,No,null,https://www.coingecko.com/en/coins/lido-dao,null,null,FALSE,https://messari.io/asset/lido-dao
Lisk,LSK,LSK,lisk,Active,null,Smart Contract Platform,Single Chain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/lisk,Lisk is a blockchain application platform. Based on its own network and utility token LSK_ Lisk aims to enable JavaScript developers to build blockchain applications and deploy their own sidechain linked to the Lisk mainchain_ including a custom token. The network is operated using the Delegated Proof of Stake (DPoS) consensus algorithm.,The LSK token is used in voting for governance_ staking and delegating_ as well as gas payment for simple token transactions and smart-contract executions.The max supply of the token is unknown.,FALSE,https://messari.io/asset/lisk
Litecoin,LTC,LTC,binance-peg-litecoin,Active,null,Currency,Transparent DeFi Currency,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/litecoin,"Litecoin is a fork of Bitcoin's codebase with four times faster block times and a four times larger supply. 

The project considers itself complementary to Bitcoin as a silver to Bitcoin's gold. It is often used as a pseduo-testnet for Bitcoin_ adopting new protocol changes before they are deployed on Bitcoin.","A modification of the Bitcoin code_ Litecoin has many similar features. Litecoin is programmed to produce only a finite supply (84 million). Litecoin also uses a form of proof-of-work mining.

Difference is the mining algorithm and Litecoin aiming to finalise transactions faster. On Litecoin_ new blocks are added to the blockchain roughly every 2.5 minutes (as opposed to 10 minutes on Bitcoin).",FALSE,https://messari.io/asset/litecoin
Litecoin Cash,LCC,LCC,litecoin-cash,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/litecoin-cash,null,null,FALSE,https://messari.io/asset/litecoin-cash
Lition,LIT,LIT,lit,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/lition,null,null,FALSE,https://messari.io/asset/lition
Livepeer,LPT,LPT,livepeer,Active,null,Culture & Entertainment,Broadcast,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/livepeer,Livepeer is an open video infrastructure_ enabling developers to build video streaming applications. The network has been live on Ethereum's mainnet since May 2018_ is run by a decentralized network of token holding node operators_ and powers both traditional and web3 video streaming at reduced prices relative to the existing cloud providers.,The purpose of the Livepeer token (LPT) is to coordinate_ bootstrap_ and incentivize participants to make sure the Livepeer network is as cheap_ effective_ secure_ reliable and useful as possible. In the Livepeer protocol_ LPT is required to perform the work of transcoding and distributing video on the network. The max supply of the token is 24_918_514.,FALSE,https://messari.io/asset/livepeer
